Source_Name,Sub_Class,Predicted_Macro_Class,Confidence,Prob_AGN,Prob_Binary,Prob_Galactic,Prob_Galaxy,Prob_Pulsar,Final_Class
4FGL J1036.3-5833e,unass,Galactic,0.865,0.065,0.02,0.865,0.005,0.045,predicted_galactic
4FGL J0817.7-5258c,unass,AGN,0.865,0.865,0.04,0.055,0.0,0.04,predicted_fsrq
4FGL J0611.4-4722,unass,AGN,0.865,0.865,0.065,0.06,0.01,0.0,predicted_bcu
4FGL J0006.3-1813,unass,AGN,0.8625,0.8625,0.0098,0.0587,0.0447,0.0242,predicted_bll
4FGL J1719.1-5348,unass,AGN,0.8605,0.8605,0.0,0.1095,0.015,0.015,predicted_bll
4FGL J1309.4-7915,unass,AGN,0.8603,0.8603,0.0,0.025,0.1047,0.01,predicted_bll
4FGL J1648.1-1547,unass,AGN,0.8601,0.8601,0.0,0.09,0.0149,0.035,predicted_bll
4FGL J2300.3-6401,unass,AGN,0.86,0.86,0.06,0.045,0.0,0.035,predicted_bcu
4FGL J0827.0-4111c,unass,AGN,0.86,0.86,0.075,0.05,0.01,0.005,predicted_bll
4FGL J0017.1-4605,unass,AGN,0.86,0.86,0.005,0.085,0.005,0.045,predicted_fsrq
4FGL J2304.7+1647,unass,AGN,0.86,0.86,0.085,0.035,0.01,0.01,predicted_bcu
4FGL J1630.0-6121,unass,AGN,0.86,0.86,0.035,0.06,0.015,0.03,predicted_bcu
4FGL J1338.8-4509,unass,AGN,0.86,0.86,0.0,0.075,0.025,0.04,predicted_bll
4FGL J2234.8-2610,unass,AGN,0.86,0.86,0.01,0.06,0.005,0.065,predicted_bll
4FGL J0251.9-5146,unass,AGN,0.86,0.86,0.06,0.055,0.025,0.0,predicted_bcu
4FGL J0518.6+1227,unass,AGN,0.86,0.86,0.015,0.08,0.0,0.045,predicted_fsrq
4FGL J1233.0+1333,unass,AGN,0.86,0.86,0.025,0.045,0.005,0.065,predicted_fsrq
4FGL J0933.8-6232,unass,Pulsar,0.86,0.02,0.05,0.07,0.0,0.86,predicted_msp
4FGL J1621.9+6706,unass,AGN,0.86,0.86,0.01,0.04,0.035,0.055,predicted_bcu
4FGL J0824.1-6004,unass,AGN,0.86,0.86,0.015,0.105,0.01,0.01,predicted_bll
4FGL J1931.1+1656,unass,Pulsar,0.8599,0.01,0.025,0.1051,0.0,0.8599,predicted_psr
4FGL J1100.0-2044,unass,AGN,0.8553,0.8553,0.0,0.02,0.0897,0.035,predicted_bll
4FGL J0845.1-2716,unk,AGN,0.855,0.855,0.01,0.075,0.055,0.005,predicted_bll
4FGL J2014.5-1841,unass,AGN,0.855,0.855,0.02,0.09,0.0,0.035,predicted_fsrq
4FGL J0723.9+5702,unass,AGN,0.855,0.855,0.015,0.085,0.0,0.045,predicted_bcu
4FGL J1009.5-0034,unass,AGN,0.855,0.855,0.015,0.04,0.04,0.05,predicted_bll
4FGL J1927.5+0154,unk,AGN,0.855,0.855,0.005,0.125,0.01,0.005,predicted_bll
4FGL J1903.5-3905,unass,AGN,0.855,0.855,0.055,0.05,0.01,0.03,predicted_bcu
4FGL J0023.6-4209,unass,AGN,0.855,0.855,0.07,0.025,0.015,0.035,predicted_bll
4FGL J2222.1-3907,unass,AGN,0.855,0.855,0.0,0.135,0.005,0.005,predicted_bll
4FGL J1935.0-0553,unass,AGN,0.855,0.855,0.035,0.045,0.0,0.065,predicted_fsrq
4FGL J0158.5+0549,unass,AGN,0.855,0.855,0.035,0.075,0.025,0.01,predicted_bll
4FGL J1058.3+2134,unass,AGN,0.855,0.855,0.005,0.02,0.095,0.025,predicted_bll
4FGL J0600.4+4949,unass,AGN,0.855,0.855,0.005,0.08,0.01,0.05,predicted_bcu
4FGL J1951.3-8015c,unass,AGN,0.855,0.855,0.02,0.025,0.0,0.1,predicted_fsrq
4FGL J1547.0-0442,unass,AGN,0.855,0.855,0.07,0.075,0.0,0.0,predicted_bll
4FGL J0553.5+4810,unass,AGN,0.855,0.855,0.015,0.095,0.0,0.035,predicted_fsrq
4FGL J1124.2-3035,unass,AGN,0.8548,0.8548,0.0,0.07,0.0752,0.0,predicted_bll
4FGL J1626.0-4917c,unass,Galactic,0.8546,0.1102,0.01,0.8546,0.02,0.0052,predicted_galactic
4FGL J1724.8-7854,unass,AGN,0.8545,0.8545,0.0,0.0256,0.1199,0.0,predicted_bll
4FGL J1357.3-6123,unass,Galactic,0.8517,0.0516,0.0101,0.8517,0.0,0.0866,predicted_galactic
4FGL J1628.0-4920,unass,Galactic,0.8509,0.03,0.025,0.8509,0.005,0.0891,predicted_galactic
4FGL J1521.5-2832,unass,AGN,0.8501,0.8501,0.03,0.065,0.0199,0.035,predicted_bcu
4FGL J1619.8-6314,unk,AGN,0.85,0.85,0.045,0.085,0.015,0.005,predicted_bll
4FGL J1748.4+1601,unass,AGN,0.85,0.85,0.01,0.04,0.0,0.1,predicted_bcu
4FGL J1755.9+0953,unass,AGN,0.85,0.85,0.02,0.085,0.015,0.03,predicted_bll
4FGL J0300.0-6139,unass,AGN,0.85,0.85,0.005,0.135,0.005,0.005,predicted_bll
4FGL J0741.0-5226,unass,AGN,0.85,0.85,0.025,0.085,0.015,0.025,predicted_bll
4FGL J1728.9-7930,unass,AGN,0.85,0.85,0.02,0.07,0.0,0.06,predicted_bcu
4FGL J1856.1-1222,unass,AGN,0.85,0.85,0.055,0.055,0.005,0.035,predicted_bll
4FGL J1351.6-6142,unass,Pulsar,0.85,0.015,0.015,0.12,0.0,0.85,predicted_psr
4FGL J0003.3+2511,unass,AGN,0.85,0.85,0.08,0.03,0.0,0.04,predicted_bcu
4FGL J1700.8-7304,unass,AGN,0.85,0.85,0.03,0.065,0.0,0.055,predicted_bcu
4FGL J2330.5-2445,unass,AGN,0.85,0.85,0.03,0.085,0.0,0.035,predicted_bcu
4FGL J1928.5+5339,unass,AGN,0.85,0.85,0.0,0.055,0.025,0.07,predicted_bll
4FGL J2011.0-0614,unass,AGN,0.85,0.85,0.02,0.0949,0.02,0.0151,predicted_bcu
4FGL J0032.3-5539,unass,AGN,0.85,0.85,0.0,0.135,0.015,0.0,predicted_bll
4FGL J1654.7-3639,unass,AGN,0.85,0.85,0.035,0.07,0.005,0.04,predicted_bcu
4FGL J0559.5+7026,unass,AGN,0.85,0.85,0.12,0.02,0.0,0.01,predicted_fsrq
4FGL J1626.1-0342,unass,AGN,0.85,0.85,0.035,0.085,0.01,0.02,predicted_bcu
4FGL J1721.7-3917,unass,Galactic,0.8482,0.0244,0.0052,0.8482,0.0001,0.1222,predicted_galactic
4FGL J1823.3-1340,unass,Pulsar,0.8463,0.01,0.005,0.1387,0.0,0.8463,predicted_psr
4FGL J2055.0-5218,unass,AGN,0.845,0.845,0.03,0.065,0.01,0.05,predicted_bcu
4FGL J2048.4-2517,unass,AGN,0.845,0.845,0.025,0.095,0.005,0.03,predicted_bcu
4FGL J0439.9-0535,unass,AGN,0.845,0.845,0.005,0.125,0.0,0.025,predicted_bll
4FGL J0701.5-2842,unass,AGN,0.845,0.845,0.015,0.095,0.035,0.01,predicted_bll
4FGL J2143.6-0904,unass,AGN,0.845,0.845,0.01,0.13,0.005,0.01,predicted_fsrq
4FGL J1435.4+3338,unass,AGN,0.845,0.845,0.035,0.06,0.005,0.055,predicted_bcu
4FGL J1520.9-3805,unass,AGN,0.845,0.845,0.035,0.07,0.02,0.03,predicted_bcu
4FGL J1849.2+2106,unass,AGN,0.845,0.845,0.07,0.08,0.0,0.005,predicted_bcu
4FGL J0554.2-0259,unass,AGN,0.845,0.845,0.05,0.08,0.01,0.015,predicted_bcu
4FGL J2034.4+7244,unass,AGN,0.845,0.845,0.02,0.045,0.01,0.08,predicted_bcu
4FGL J0528.0-4647,unass,AGN,0.845,0.845,0.08,0.04,0.02,0.015,predicted_bcu
4FGL J1726.6-3524c,unk,Galactic,0.8437,0.0552,0.0108,0.8437,0.0001,0.0902,predicted_galactic
4FGL J1658.3-4637c,unass,Galactic,0.8436,0.0817,0.005,0.8436,0.0101,0.0595,predicted_galactic
4FGL J1626.5-4858c,unass,Galactic,0.842,0.0354,0.0403,0.842,0.0051,0.0773,predicted_galactic
4FGL J1800.9-2407,unass,Galactic,0.8414,0.0455,0.0362,0.8414,0.0,0.0769,predicted_galactic
4FGL J2030.5+2235,unass,AGN,0.8403,0.8403,0.045,0.0797,0.02,0.015,predicted_bll
4FGL J0744.0+5033,unass,AGN,0.8401,0.8401,0.0,0.005,0.1498,0.005,predicted_bll
4FGL J2245.8-4148,unass,AGN,0.84,0.84,0.015,0.085,0.015,0.045,predicted_bll
4FGL J1243.1-5500,unass,AGN,0.84,0.84,0.025,0.115,0.01,0.01,predicted_bll
4FGL J0533.5+1449,unk,AGN,0.84,0.84,0.115,0.035,0.005,0.005,predicted_bll
4FGL J1504.5-0127,unass,AGN,0.84,0.84,0.005,0.11,0.0,0.045,predicted_bcu
4FGL J1824.9-4056,unass,AGN,0.84,0.84,0.0,0.09,0.05,0.02,predicted_bll
4FGL J1827.5+1141,unass,Pulsar,0.84,0.03,0.03,0.1,0.0,0.84,predicted_msp
4FGL J1902.7-3246,unass,AGN,0.84,0.84,0.015,0.09,0.01,0.045,predicted_bcu
4FGL J1431.0-4432,unass,AGN,0.84,0.84,0.015,0.055,0.0,0.09,predicted_bcu
4FGL J0640.4+3307,unass,AGN,0.84,0.84,0.005,0.105,0.02,0.03,predicted_bll
4FGL J1357.9-4907,unass,AGN,0.84,0.84,0.04,0.08,0.03,0.01,predicted_bll
4FGL J1124.1-1203,unass,AGN,0.84,0.84,0.07,0.035,0.0,0.055,predicted_bcu
4FGL J0700.4-4308,unass,AGN,0.84,0.84,0.095,0.045,0.0,0.02,predicted_bcu
4FGL J1535.9+3743,unass,AGN,0.84,0.84,0.11,0.015,0.0,0.035,predicted_fsrq
4FGL J1102.3+6715,unass,AGN,0.84,0.84,0.005,0.05,0.1,0.005,predicted_bll
4FGL J2050.4+1807,unass,AGN,0.84,0.84,0.01,0.03,0.005,0.115,predicted_fsrq
4FGL J1745.3+2338,unass,AGN,0.84,0.84,0.01,0.06,0.085,0.005,predicted_bll
4FGL J1710.0+4629,unass,AGN,0.84,0.84,0.005,0.025,0.025,0.105,predicted_bll
4FGL J2114.2+2132,unass,AGN,0.84,0.84,0.0,0.1,0.01,0.05,predicted_bcu
4FGL J1730.4-0359,unass,Pulsar,0.84,0.0,0.01,0.15,0.0,0.84,predicted_msp
4FGL J0137.3-3239,unass,AGN,0.84,0.84,0.01,0.115,0.005,0.03,predicted_bcu
4FGL J2109.3+3531,unass,AGN,0.84,0.84,0.07,0.055,0.0,0.035,predicted_fsrq
4FGL J1914.7+1012c,unass,Galactic,0.8395,0.0252,0.0208,0.8395,0.0101,0.1044,predicted_galactic
4FGL J1723.7+3600,unass,AGN,0.8368,0.8368,0.0,0.03,0.0832,0.05,predicted_bll
4FGL J1634.0-4742c,unass,Pulsar,0.8355,0.0151,0.0943,0.055,0.0,0.8355,predicted_psr
4FGL J0849.6-5836,unass,AGN,0.835,0.835,0.0,0.075,0.065,0.025,predicted_bll
4FGL J2326.9-4130,unass,AGN,0.835,0.835,0.045,0.095,0.0,0.025,predicted_fsrq
4FGL J1612.1+1407,unass,Pulsar,0.835,0.005,0.015,0.145,0.0,0.835,predicted_msp
4FGL J1059.4+0226,unass,AGN,0.835,0.835,0.025,0.05,0.005,0.085,predicted_bll
4FGL J0733.3-7615,unass,AGN,0.835,0.835,0.0,0.055,0.11,0.0,predicted_bll
4FGL J1744.5-2612,unk,AGN,0.835,0.835,0.055,0.075,0.015,0.02,predicted_bll
4FGL J0642.4+1048,unass,AGN,0.835,0.835,0.065,0.065,0.0,0.035,predicted_fsrq
4FGL J0534.0+3746c,unass,AGN,0.835,0.835,0.005,0.105,0.0,0.055,predicted_fsrq
4FGL J1122.5-1440,unass,AGN,0.835,0.835,0.025,0.08,0.0,0.06,predicted_fsrq
4FGL J1110.4-8023,unass,AGN,0.835,0.835,0.045,0.105,0.0,0.015,predicted_bll
4FGL J1502.6+0207,unass,AGN,0.835,0.835,0.0,0.1,0.035,0.03,predicted_bll
4FGL J0944.3-0911,unass,AGN,0.835,0.835,0.0,0.05,0.06,0.055,predicted_bll
4FGL J2302.2+3721,unass,AGN,0.835,0.835,0.01,0.08,0.04,0.035,predicted_fsrq
4FGL J1901.7-0318,unass,AGN,0.835,0.835,0.06,0.1,0.0,0.005,predicted_bll
4FGL J0237.8+5238,unass,Pulsar,0.835,0.035,0.105,0.025,0.0,0.835,predicted_msp
4FGL J1531.6+0406,unass,AGN,0.835,0.835,0.0,0.09,0.015,0.06,predicted_bcu
4FGL J0251.4+4646,unass,AGN,0.835,0.835,0.045,0.075,0.02,0.025,predicted_fsrq
4FGL J1044.5-1439,unass,AGN,0.835,0.835,0.03,0.045,0.035,0.055,predicted_bcu
4FGL J1924.8-1035,unass,Pulsar,0.835,0.06,0.005,0.1,0.0,0.835,predicted_msp
4FGL J0431.1+4433,unass,AGN,0.835,0.835,0.0,0.065,0.085,0.015,predicted_bll
4FGL J0424.8+3117,unass,AGN,0.835,0.835,0.015,0.105,0.01,0.035,predicted_bcu
4FGL J1800.2-2403c,unass,Galactic,0.8349,0.0951,0.005,0.8349,0.015,0.05,predicted_galactic
4FGL J1900.8+0118,unk,Galactic,0.8346,0.0661,0.0003,0.8346,0.0001,0.099,predicted_galactic
4FGL J0639.1-8009,unass,AGN,0.8317,0.8317,0.075,0.0583,0.005,0.03,predicted_fsrq
4FGL J2303.9+5554,unass,AGN,0.83,0.83,0.0,0.145,0.005,0.02,predicted_bll
4FGL J0525.0-0333,unass,AGN,0.83,0.83,0.025,0.135,0.0,0.01,predicted_fsrq
4FGL J0112.0+3442,unass,AGN,0.83,0.83,0.0,0.07,0.01,0.09,predicted_bcu
4FGL J2359.3+1444,unass,AGN,0.83,0.83,0.03,0.03,0.02,0.09,predicted_fsrq
4FGL J1955.3-5032,unass,AGN,0.83,0.83,0.065,0.07,0.01,0.025,predicted_bcu
4FGL J0438.0-7329,unass,AGN,0.83,0.83,0.005,0.115,0.035,0.015,predicted_bll
4FGL J2029.1-3050,unass,AGN,0.83,0.83,0.015,0.075,0.01,0.07,predicted_fsrq
4FGL J2109.8+6315,unass,AGN,0.83,0.83,0.0,0.125,0.035,0.01,predicted_bll
4FGL J0040.2-2725,unass,AGN,0.83,0.83,0.005,0.06,0.015,0.09,predicted_bcu
4FGL J0112.5-0651,unass,AGN,0.83,0.83,0.06,0.085,0.005,0.02,predicted_fsrq
4FGL J0516.3+3753,unass,AGN,0.83,0.83,0.045,0.12,0.0,0.005,predicted_bcu
4FGL J2038.4+4212,unass,Pulsar,0.83,0.025,0.015,0.13,0.0,0.83,predicted_psr
4FGL J2247.5+5812c,unass,AGN,0.83,0.83,0.005,0.155,0.0,0.01,predicted_bcu
4FGL J1140.7-0129,unass,AGN,0.83,0.83,0.0,0.02,0.145,0.005,predicted_bll
4FGL J2209.2+3710,unass,AGN,0.83,0.83,0.035,0.08,0.005,0.05,predicted_fsrq
4FGL J1643.1+1436,unass,AGN,0.83,0.83,0.005,0.075,0.01,0.08,predicted_fsrq
4FGL J2147.4-3854,unass,AGN,0.83,0.83,0.03,0.11,0.005,0.025,predicted_bcu
4FGL J2011.3-0330,unass,AGN,0.83,0.83,0.035,0.09,0.01,0.035,predicted_bcu
4FGL J1838.4-0545,unass,Galactic,0.8297,0.005,0.0152,0.8297,0.005,0.1451,predicted_galactic
4FGL J1619.4-5106c,unass,Galactic,0.8296,0.09,0.015,0.8296,0.0,0.0654,predicted_galactic
4FGL J0754.9-3953,unass,Pulsar,0.8294,0.0206,0.07,0.08,0.0,0.8294,predicted_msp
4FGL J0610.9+2040c,unass,Galactic,0.8288,0.0702,0.005,0.8288,0.0001,0.0959,predicted_galactic
4FGL J1736.3-2929,unass,Galactic,0.8281,0.0703,0.0102,0.8281,0.0001,0.0913,predicted_galactic
4FGL J1353.5-6128,unass,Galactic,0.8281,0.0602,0.0501,0.8281,0.0001,0.0615,predicted_galactic
4FGL J1727.7-3621,unass,Galactic,0.8274,0.0394,0.0202,0.8274,0.0051,0.1079,predicted_galactic
4FGL J1438.7+4849,unass,AGN,0.8265,0.8265,0.0,0.005,0.1684,0.0,predicted_bll
4FGL J1003.7+7049,unass,AGN,0.8256,0.8256,0.0,0.025,0.1444,0.005,predicted_bcu
4FGL J0659.9-2900,unass,AGN,0.8251,0.8251,0.0,0.1092,0.045,0.0206,predicted_bll
4FGL J1841.3-4442,unass,AGN,0.8251,0.8251,0.005,0.08,0.0449,0.045,predicted_bcu
4FGL J1235.9+1136,unass,AGN,0.825,0.825,0.01,0.06,0.04,0.065,predicted_bll
4FGL J1754.1-4333,unass,AGN,0.825,0.825,0.06,0.08,0.01,0.025,predicted_bll
4FGL J0535.6-0405,unass,AGN,0.825,0.825,0.02,0.075,0.01,0.07,predicted_bcu
4FGL J1336.5-4655,unass,AGN,0.825,0.825,0.005,0.11,0.03,0.03,predicted_bll
4FGL J1539.1+1008,unass,AGN,0.825,0.825,0.005,0.08,0.03,0.06,predicted_bcu
4FGL J0110.0-5246,unass,AGN,0.825,0.825,0.095,0.03,0.005,0.045,predicted_bcu
4FGL J1729.3+6931,unass,AGN,0.825,0.825,0.0,0.085,0.025,0.065,predicted_bcu
4FGL J0852.5-3123,unk,AGN,0.825,0.825,0.0,0.135,0.03,0.01,predicted_bll
4FGL J0554.5-4419,unass,AGN,0.825,0.825,0.035,0.13,0.0,0.01,predicted_fsrq
4FGL J1812.4-4417,unass,AGN,0.825,0.825,0.015,0.07,0.0,0.09,predicted_fsrq
4FGL J1731.6+0630,unass,AGN,0.825,0.825,0.07,0.075,0.0,0.03,predicted_fsrq
4FGL J0418.4-4342,unass,AGN,0.825,0.825,0.035,0.1,0.01,0.03,predicted_bll
4FGL J1618.0-5119,unass,Galactic,0.8249,0.06,0.015,0.8249,0.005,0.0951,predicted_galactic
4FGL J1859.3+0058,unass,Galactic,0.8236,0.06,0.02,0.8236,0.01,0.0863,predicted_galactic
4FGL J0601.4-6057,unass,AGN,0.8212,0.8212,0.0465,0.0829,0.0292,0.0202,predicted_bll
4FGL J1223.9-2220,unass,AGN,0.8206,0.8206,0.005,0.085,0.0,0.0894,predicted_bcu
4FGL J1528.4-6729,unk,AGN,0.8201,0.8201,0.02,0.1142,0.02,0.0256,predicted_bll
4FGL J2006.4+1834,unass,AGN,0.82,0.82,0.01,0.12,0.01,0.04,predicted_bll
4FGL J2046.9-5409,unass,AGN,0.82,0.82,0.0,0.1,0.075,0.005,predicted_bll
4FGL J0955.8-4106,unass,AGN,0.82,0.82,0.075,0.065,0.005,0.035,predicted_fsrq
4FGL J2006.4-0354,unass,AGN,0.82,0.82,0.01,0.1,0.005,0.065,predicted_bll
4FGL J1853.8-1107,unass,AGN,0.82,0.82,0.055,0.095,0.005,0.025,predicted_fsrq
4FGL J2257.9+7807,unass,AGN,0.82,0.82,0.01,0.08,0.0,0.09,predicted_fsrq
4FGL J0746.5-4113,unass,AGN,0.82,0.82,0.015,0.105,0.015,0.045,predicted_bll
4FGL J1730.8-1123,unass,AGN,0.82,0.82,0.025,0.135,0.01,0.01,predicted_bll
4FGL J2219.5+4653,unk,AGN,0.82,0.82,0.0,0.105,0.01,0.065,predicted_bll
4FGL J0751.2-0029,unass,AGN,0.82,0.82,0.045,0.07,0.005,0.06,predicted_bcu
4FGL J2147.4-3713,unass,AGN,0.82,0.82,0.015,0.095,0.045,0.025,predicted_bll
4FGL J1511.2-5803,unass,Galactic,0.8188,0.0302,0.0707,0.8188,0.01,0.0703,predicted_galactic
4FGL J1846.9-0227,unk,Galactic,0.8183,0.02,0.0305,0.8183,0.005,0.1261,predicted_galactic
4FGL J1055.6-0719,unass,AGN,0.818,0.818,0.0,0.075,0.03,0.077,predicted_bcu
4FGL J1651.4-4442c,unass,Galactic,0.8178,0.0301,0.0604,0.8178,0.0001,0.0917,predicted_galactic
4FGL J2051.7+5051,unass,Pulsar,0.8164,0.01,0.06,0.1136,0.0,0.8164,predicted_pulsar_uncertain
4FGL J0009.7-1418,unass,AGN,0.815,0.815,0.045,0.095,0.015,0.03,predicted_bcu
4FGL J0551.8-2130,unass,AGN,0.815,0.815,0.05,0.045,0.0,0.09,predicted_bcu
4FGL J0222.8-0133,unass,AGN,0.815,0.815,0.04,0.09,0.03,0.025,predicted_fsrq
4FGL J2240.3-5241,unass,AGN,0.815,0.815,0.03,0.115,0.03,0.01,predicted_bll
4FGL J0439.6-8322,unass,AGN,0.815,0.815,0.025,0.11,0.02,0.03,predicted_bcu
4FGL J0829.3+3729,unass,AGN,0.815,0.815,0.01,0.065,0.005,0.105,predicted_fsrq
4FGL J1048.4-5030,unass,AGN,0.815,0.815,0.02,0.15,0.005,0.01,predicted_bll
4FGL J0442.0-5432,unass,AGN,0.815,0.815,0.05,0.03,0.005,0.1,predicted_fsrq
4FGL J1018.3-0703,unass,AGN,0.815,0.815,0.045,0.08,0.0,0.06,predicted_bcu
4FGL J0725.7-0549,unass,AGN,0.815,0.815,0.0,0.175,0.005,0.005,predicted_bll
4FGL J1417.7-6057,unass,Galactic,0.815,0.085,0.025,0.815,0.005,0.07,predicted_galactic
4FGL J1618.5-6504,unass,AGN,0.815,0.815,0.01,0.14,0.025,0.01,predicted_bll
4FGL J1058.9-6101,unass,Galactic,0.8112,0.0551,0.0151,0.8112,0.015,0.1036,predicted_galactic
4FGL J1321.1-6239,unass,Galactic,0.8109,0.0203,0.0053,0.8109,0.0001,0.1633,predicted_galactic
4FGL J0910.9+6055,unass,AGN,0.8105,0.8105,0.0,0.045,0.0845,0.06,predicted_bll
4FGL J1415.9-1504,unass,AGN,0.8101,0.8101,0.0052,0.08,0.0697,0.035,predicted_bcu
4FGL J1714.9-3324,unass,Galactic,0.81,0.01,0.02,0.81,0.0,0.16,predicted_galactic
4FGL J0529.1-2449c,unass,AGN,0.81,0.81,0.025,0.14,0.01,0.015,predicted_fsrq
4FGL J1229.7-3259,unass,AGN,0.81,0.81,0.01,0.07,0.035,0.075,predicted_bcu
4FGL J0928.3-2713,unass,AGN,0.81,0.81,0.045,0.085,0.015,0.045,predicted_bcu
4FGL J0631.4-1650,unass,AGN,0.81,0.81,0.08,0.065,0.015,0.03,predicted_fsrq
4FGL J0650.6+2055,unk,AGN,0.81,0.81,0.015,0.125,0.045,0.005,predicted_bll
4FGL J1818.5+2533,unass,AGN,0.81,0.81,0.01,0.085,0.0,0.095,predicted_fsrq
4FGL J1652.3+4526,unass,AGN,0.81,0.81,0.01,0.095,0.025,0.06,predicted_bcu
4FGL J2336.2-0715,unass,AGN,0.81,0.81,0.075,0.08,0.005,0.03,predicted_bcu
4FGL J0030.2-5149,unass,AGN,0.81,0.81,0.04,0.1,0.025,0.025,predicted_fsrq
4FGL J0957.3-3851,unass,AGN,0.81,0.81,0.025,0.08,0.015,0.07,predicted_fsrq
4FGL J1334.1-4154,unass,AGN,0.81,0.81,0.04,0.075,0.005,0.07,predicted_bcu
4FGL J1717.8+1955,unass,AGN,0.81,0.81,0.005,0.085,0.01,0.09,predicted_bcu
4FGL J2052.3+4437,unass,Galactic,0.8096,0.0619,0.0102,0.8096,0.0,0.1183,predicted_galactic
4FGL J1728.8-5131,unass,AGN,0.8055,0.8055,0.01,0.1445,0.01,0.03,predicted_bcu
4FGL J0854.8-4504,unass,Pulsar,0.8054,0.005,0.1195,0.065,0.005,0.8054,predicted_psr
4FGL J1901.2-7307,unass,AGN,0.805,0.805,0.07,0.1,0.005,0.02,predicted_fsrq
4FGL J0624.0+0855,unass,AGN,0.805,0.805,0.1,0.08,0.0,0.015,predicted_bll
4FGL J0647.6+4459,unass,AGN,0.805,0.805,0.035,0.055,0.015,0.09,predicted_fsrq
4FGL J1045.7-6414,unk,AGN,0.805,0.805,0.025,0.085,0.0,0.085,predicted_bll
4FGL J1613.1-3840,unass,AGN,0.805,0.805,0.045,0.14,0.005,0.005,predicted_bll
4FGL J1412.1-6631,unass,Pulsar,0.805,0.01,0.04,0.145,0.0,0.805,predicted_msp
4FGL J1805.1-3618,unass,Pulsar,0.805,0.045,0.055,0.095,0.0,0.805,predicted_msp
4FGL J0737.7-8047,unass,AGN,0.805,0.805,0.0,0.19,0.0,0.005,predicted_bll
4FGL J2020.7-4536,unass,AGN,0.805,0.805,0.07,0.065,0.0,0.06,predicted_bll
4FGL J1634.6-4324,unass,AGN,0.805,0.805,0.08,0.07,0.03,0.015,predicted_bll
4FGL J1556.5+1116,unass,AGN,0.805,0.805,0.05,0.055,0.01,0.08,predicted_fsrq
4FGL J2355.2-5247,unass,AGN,0.805,0.805,0.095,0.04,0.0,0.06,predicted_fsrq
4FGL J1309.1-6223,unass,Pulsar,0.8048,0.015,0.035,0.1452,0.0,0.8048,predicted_psr
4FGL J1706.4-4609,unass,Galactic,0.8036,0.0503,0.0001,0.8036,0.0151,0.1309,predicted_galactic
4FGL J1638.4-4715c,unass,Galactic,0.8018,0.0292,0.0351,0.8018,0.0,0.1339,predicted_galactic
4FGL J1928.4+1801c,unk,Galactic,0.8018,0.0205,0.0103,0.8018,0.0001,0.1674,predicted_galactic
4FGL J2027.0+2811,unass,Pulsar,0.8003,0.04,0.0697,0.09,0.0,0.8003,predicted_pulsar_uncertain
4FGL J1951.6+2621,unass,Galactic,0.8002,0.0158,0.0054,0.8002,0.0001,0.1785,predicted_galactic
4FGL J0031.5-4025,unass,AGN,0.8,0.8,0.02,0.14,0.005,0.035,predicted_bcu
4FGL J1454.3-3946,unass,AGN,0.8,0.8,0.06,0.065,0.025,0.05,predicted_bcu
4FGL J1813.5+2819,unass,Pulsar,0.8,0.1,0.055,0.045,0.0,0.8,predicted_msp
4FGL J1821.4+4512,unass,AGN,0.8,0.8,0.01,0.06,0.085,0.045,predicted_bcu
4FGL J1854.9+4054,unass,AGN,0.8,0.8,0.005,0.06,0.085,0.05,predicted_bcu
4FGL J1710.8+1135,unass,AGN,0.8,0.8,0.055,0.09,0.0,0.055,predicted_fsrq
4FGL J0439.4-7424,unass,AGN,0.8,0.8,0.05,0.11,0.005,0.035,predicted_bcu
4FGL J1822.0-3146,unass,AGN,0.8,0.8,0.01,0.145,0.005,0.04,predicted_bll
4FGL J0929.3-4110,unass,AGN,0.8,0.8,0.0,0.14,0.05,0.01,predicted_bll
4FGL J0904.6+5200,unass,AGN,0.8,0.8,0.185,0.0,0.005,0.01,predicted_bcu
4FGL J0644.7-4949,unass,AGN,0.8,0.8,0.035,0.065,0.01,0.09,predicted_bcu
4FGL J2205.8-8254c,unass,AGN,0.8,0.8,0.05,0.045,0.005,0.1,predicted_fsrq
4FGL J2035.3+0557,unass,AGN,0.8,0.8,0.04,0.125,0.0,0.035,predicted_bcu
4FGL J2109.6+3954,unass,AGN,0.8,0.8,0.07,0.115,0.0,0.015,predicted_bll
4FGL J2157.3-3840,unass,AGN,0.8,0.8,0.025,0.14,0.0,0.035,predicted_bll
4FGL J2229.2+6421c,unass,AGN,0.8,0.8,0.095,0.04,0.01,0.055,predicted_bcu
4FGL J1624.1-4941c,unass,Galactic,0.7999,0.0551,0.01,0.7999,0.0,0.1351,ambiguous
4FGL J1620.8-5035c,unass,Galactic,0.7991,0.0952,0.03,0.7991,0.01,0.0657,ambiguous
4FGL J1929.8+1832,unk,Galactic,0.7981,0.0251,0.0001,0.7981,0.0601,0.1166,ambiguous
4FGL J2014.9+1225,unass,AGN,0.795,0.795,0.025,0.13,0.01,0.04,ambiguous
4FGL J0503.8-7508,unass,AGN,0.795,0.795,0.03,0.1,0.015,0.06,ambiguous
4FGL J1541.5-4215,unass,AGN,0.795,0.795,0.005,0.11,0.0,0.09,ambiguous
