Source_Name,Sub_Class,Predicted_Macro_Class,Confidence,Prob_AGN,Prob_Binary,Prob_Galactic,Prob_Galaxy,Prob_Pulsar,Final_Class
4FGL J0533.6+5945,unass,Pulsar,0.6899,0.01,0.24,0.06,0.0,0.6899,ambiguous
4FGL J1908.7+0812,unass,Pulsar,0.6898,0.09,0.0997,0.1205,0.0,0.6898,ambiguous
4FGL J0501.7+4459,unass,AGN,0.6896,0.6896,0.0368,0.225,0.0314,0.0171,ambiguous
4FGL J1747.9-3224,unass,Galactic,0.6894,0.08,0.045,0.6894,0.0001,0.1854,ambiguous
4FGL J1852.6+0203,unass,Galactic,0.6889,0.0952,0.0436,0.6889,0.01,0.1622,ambiguous
4FGL J1914.5+1107c,unk,Galactic,0.6881,0.0253,0.015,0.6881,0.005,0.2666,ambiguous
4FGL J1730.5-3543c,unass,Galactic,0.6875,0.0752,0.02,0.6875,0.0001,0.2172,ambiguous
4FGL J0642.9-6501,unass,AGN,0.6856,0.6856,0.0201,0.193,0.015,0.0863,ambiguous
4FGL J1018.2+0145,unass,AGN,0.685,0.685,0.035,0.1,0.065,0.115,ambiguous
4FGL J1401.6-4645,unass,AGN,0.685,0.685,0.065,0.13,0.005,0.115,ambiguous
4FGL J0050.8+3330,unass,AGN,0.685,0.685,0.0,0.155,0.065,0.095,ambiguous
4FGL J0314.1+2827,unass,AGN,0.685,0.685,0.12,0.115,0.03,0.05,ambiguous
4FGL J1927.1-0040,unass,AGN,0.685,0.685,0.025,0.17,0.0,0.12,ambiguous
4FGL J2112.7+5748,unass,AGN,0.685,0.685,0.01,0.25,0.05,0.005,ambiguous
4FGL J2007.0+0707,unass,AGN,0.685,0.685,0.165,0.09,0.02,0.04,ambiguous
4FGL J1900.4+0339,unass,Pulsar,0.685,0.03,0.2,0.085,0.0,0.685,ambiguous
4FGL J1837.9-0620,unass,Galactic,0.685,0.085,0.005,0.685,0.015,0.21,ambiguous
4FGL J1330.2-3946,unass,AGN,0.685,0.685,0.125,0.085,0.005,0.1,ambiguous
4FGL J0426.5+5434,unass,Pulsar,0.685,0.095,0.06,0.16,0.0,0.685,ambiguous
4FGL J1828.2-3252,unass,AGN,0.685,0.685,0.015,0.17,0.0,0.13,ambiguous
4FGL J2328.8+4537,unass,AGN,0.685,0.685,0.015,0.175,0.01,0.115,ambiguous
4FGL J1854.1+0142c,unass,Galactic,0.6847,0.0653,0.0352,0.6847,0.0,0.2149,ambiguous
4FGL J0305.4+5945c,unass,Galactic,0.6847,0.2051,0.015,0.6847,0.0,0.0952,ambiguous
4FGL J1746.5-2019,unass,Galactic,0.6827,0.0454,0.0202,0.6827,0.01,0.2417,ambiguous
4FGL J1008.1-5706c,unk,Galactic,0.6824,0.0903,0.0652,0.6824,0.0001,0.1619,ambiguous
4FGL J1805.3-2734,unass,Galactic,0.6824,0.1151,0.0301,0.6824,0.0001,0.1723,ambiguous
4FGL J0608.8+2034c,unk,Galactic,0.6818,0.0704,0.0253,0.6818,0.0,0.2225,ambiguous
4FGL J1329.9-6108,unass,Pulsar,0.6817,0.02,0.0683,0.23,0.0,0.6817,ambiguous
4FGL J1641.4-4803c,unass,Galactic,0.6805,0.1576,0.066,0.6805,0.0,0.0959,ambiguous
4FGL J1801.6-2326,unass,Pulsar,0.68,0.015,0.06,0.235,0.01,0.68,ambiguous
4FGL J2312.4+8253,unass,AGN,0.68,0.68,0.005,0.16,0.01,0.145,ambiguous
4FGL J1743.1-3049c,unass,Galactic,0.68,0.13,0.045,0.68,0.0,0.145,ambiguous
4FGL J0951.5-3433,unass,AGN,0.68,0.68,0.01,0.1248,0.005,0.1802,ambiguous
4FGL J0622.7+2248,unass,AGN,0.68,0.68,0.04,0.065,0.0,0.215,ambiguous
4FGL J0412.6+2253c,unass,AGN,0.68,0.68,0.09,0.135,0.02,0.075,ambiguous
4FGL J1630.1-1049,unass,Pulsar,0.68,0.085,0.005,0.23,0.0,0.68,ambiguous
4FGL J1726.2-3207,unass,AGN,0.68,0.68,0.11,0.115,0.0,0.095,ambiguous
4FGL J1729.1-3503,unass,Galactic,0.6789,0.04,0.09,0.6789,0.0001,0.1909,ambiguous
4FGL J1324.6-2525,unass,AGN,0.678,0.678,0.0,0.01,0.312,0.0,ambiguous
4FGL J1105.1-2600,unass,AGN,0.678,0.678,0.025,0.105,0.025,0.167,ambiguous
4FGL J1456.7-6050c,unass,AGN,0.6754,0.6754,0.02,0.2796,0.02,0.005,ambiguous
4FGL J1526.9+7358,unass,AGN,0.6752,0.6752,0.0,0.11,0.0898,0.125,ambiguous
4FGL J1848.2-0016,unass,Galactic,0.675,0.02,0.075,0.675,0.0,0.23,ambiguous
4FGL J2130.8+2649,unass,AGN,0.675,0.675,0.03,0.09,0.0,0.205,ambiguous
4FGL J2131.4-1124,unass,AGN,0.675,0.675,0.01,0.165,0.05,0.1,ambiguous
4FGL J2348.6-2054,unass,AGN,0.675,0.675,0.04,0.125,0.02,0.14,ambiguous
4FGL J0300.4+3450,unass,AGN,0.675,0.675,0.05,0.1349,0.04,0.1001,ambiguous
4FGL J1847.2-1633,unass,AGN,0.675,0.675,0.145,0.11,0.015,0.055,ambiguous
4FGL J0620.9+2201,unass,AGN,0.675,0.675,0.01,0.295,0.005,0.015,ambiguous
4FGL J2009.9-2116,unass,AGN,0.675,0.675,0.01,0.11,0.005,0.2,ambiguous
4FGL J2017.3+3525,unass,AGN,0.675,0.675,0.12,0.165,0.005,0.035,ambiguous
4FGL J0903.9-2735,unass,AGN,0.675,0.675,0.045,0.12,0.015,0.145,ambiguous
4FGL J0057.9+6326,unass,AGN,0.675,0.675,0.07,0.22,0.035,0.0,ambiguous
4FGL J1730.5+6018,unass,AGN,0.675,0.675,0.005,0.27,0.005,0.045,ambiguous
4FGL J1749.6-3143c,unass,Galactic,0.6743,0.1154,0.005,0.6743,0.0001,0.2052,ambiguous
4FGL J1701.9-4625,unass,Galactic,0.6739,0.1401,0.0501,0.6739,0.005,0.1309,ambiguous
4FGL J1809.8-2408c,unass,Galactic,0.6732,0.0503,0.0602,0.6732,0.0001,0.2162,ambiguous
4FGL J1752.3-3139,unass,Galactic,0.6728,0.0652,0.115,0.6728,0.0001,0.1469,ambiguous
4FGL J1808.2-1055,unass,Galactic,0.6725,0.131,0.0052,0.6725,0.0,0.1913,ambiguous
4FGL J0159.0-4255,unass,AGN,0.6717,0.6717,0.0517,0.105,0.035,0.1367,ambiguous
4FGL J1026.2-5731,unass,Pulsar,0.67,0.015,0.105,0.18,0.03,0.67,ambiguous
4FGL J0628.5+6218,unass,AGN,0.67,0.67,0.035,0.15,0.015,0.13,ambiguous
4FGL J2022.3+0807,unass,AGN,0.67,0.67,0.07,0.195,0.0,0.065,ambiguous
4FGL J2144.2+7709c,unass,Pulsar,0.67,0.26,0.0,0.07,0.0,0.67,ambiguous
4FGL J1737.3-5300,unass,AGN,0.67,0.67,0.09,0.165,0.0,0.075,ambiguous
4FGL J1551.9-6015,unass,AGN,0.67,0.67,0.05,0.1661,0.005,0.1089,ambiguous
4FGL J0604.9-1042,unass,AGN,0.67,0.67,0.06,0.15,0.005,0.115,ambiguous
4FGL J0425.1+4919,unass,AGN,0.67,0.67,0.05,0.23,0.02,0.03,ambiguous
4FGL J0713.5-2555,unass,AGN,0.67,0.67,0.105,0.135,0.015,0.075,ambiguous
4FGL J1622.2-7202,unass,Pulsar,0.67,0.08,0.13,0.12,0.0,0.67,ambiguous
4FGL J1718.6-5821,unass,AGN,0.67,0.67,0.0,0.17,0.0,0.16,ambiguous
4FGL J1838.3-2148,unk,AGN,0.67,0.67,0.015,0.185,0.055,0.075,ambiguous
4FGL J2004.3+3339,unk,Galactic,0.6691,0.065,0.08,0.6691,0.055,0.1309,ambiguous
4FGL J1752.7-3040,unass,Galactic,0.6686,0.1345,0.01,0.6686,0.0,0.1868,ambiguous
4FGL J1216.8-5955,unass,Galactic,0.6685,0.1153,0.02,0.6685,0.0001,0.1961,ambiguous
4FGL J2004.9+3421,unass,Galactic,0.6684,0.1201,0.0051,0.6684,0.0051,0.2013,ambiguous
4FGL J2109.5+5238c,unass,Galactic,0.6682,0.2002,0.0502,0.6682,0.0101,0.0714,ambiguous
4FGL J1858.5+1953,unk,AGN,0.6651,0.6651,0.005,0.2292,0.005,0.0956,ambiguous
4FGL J1618.9-3922,unass,AGN,0.6651,0.6651,0.01,0.23,0.0699,0.025,ambiguous
4FGL J1302.5-6236c,unass,AGN,0.6651,0.6651,0.08,0.1799,0.015,0.0601,ambiguous
4FGL J0723.1-3048,unass,AGN,0.665,0.665,0.035,0.24,0.025,0.035,ambiguous
4FGL J1036.2+5701,unass,AGN,0.665,0.665,0.035,0.075,0.01,0.215,ambiguous
4FGL J0757.9-1514,unass,AGN,0.665,0.665,0.015,0.225,0.0,0.095,ambiguous
4FGL J2043.9-4802,unass,Pulsar,0.665,0.065,0.015,0.255,0.0,0.665,ambiguous
4FGL J0849.0-2702,unass,AGN,0.665,0.665,0.03,0.155,0.015,0.135,ambiguous
4FGL J1801.4-4307,unass,AGN,0.665,0.665,0.0201,0.1642,0.03,0.1207,ambiguous
4FGL J0712.8-5637,unass,AGN,0.665,0.665,0.2,0.065,0.0,0.07,ambiguous
4FGL J1046.7-6010,unass,Pulsar,0.665,0.045,0.21,0.08,0.0,0.665,ambiguous
4FGL J1744.9-2153,unass,Galactic,0.6645,0.1,0.005,0.6645,0.01,0.2205,ambiguous
4FGL J1725.1-3408,unk,Galactic,0.6642,0.18,0.01,0.6642,0.0101,0.1356,ambiguous
4FGL J1312.6-6231c,unass,Galactic,0.6638,0.03,0.0152,0.6638,0.0001,0.2909,ambiguous
4FGL J1505.3-5852,unass,Galactic,0.6637,0.045,0.115,0.6637,0.0,0.1763,ambiguous
4FGL J1611.9-5125c,unass,Galactic,0.6636,0.0354,0.0403,0.6636,0.01,0.2506,ambiguous
4FGL J1517.7-4446,unass,Galactic,0.6633,0.085,0.025,0.6633,0.005,0.2217,ambiguous
4FGL J1258.5-3406,unass,AGN,0.663,0.663,0.005,0.19,0.0599,0.082,ambiguous
4FGL J0558.2+0132c,unass,AGN,0.6604,0.6604,0.035,0.0994,0.0198,0.1854,ambiguous
4FGL J1007.8-4514,unass,AGN,0.6604,0.6604,0.005,0.2946,0.035,0.005,ambiguous
4FGL J1547.6-6601,unk,AGN,0.6602,0.6602,0.01,0.2546,0.0,0.0752,ambiguous
4FGL J1654.2-4907c,unass,AGN,0.6601,0.6601,0.05,0.1549,0.02,0.1151,ambiguous
4FGL J2122.5+0345,unass,AGN,0.66,0.66,0.01,0.215,0.025,0.09,ambiguous
4FGL J1834.3+0613,unass,Pulsar,0.66,0.12,0.01,0.205,0.005,0.66,ambiguous
4FGL J1858.0+0354,unass,Pulsar,0.66,0.025,0.125,0.19,0.0,0.66,ambiguous
4FGL J1910.1-4704,unass,AGN,0.66,0.66,0.035,0.13,0.05,0.125,ambiguous
4FGL J1810.4+1700,unass,AGN,0.66,0.66,0.0,0.165,0.04,0.135,ambiguous
4FGL J1254.7-4516,unass,AGN,0.66,0.66,0.01,0.12,0.01,0.2,ambiguous
4FGL J1917.0+2245,unk,AGN,0.66,0.66,0.04,0.265,0.005,0.03,ambiguous
4FGL J2054.1-4054,unass,AGN,0.66,0.66,0.005,0.14,0.0,0.195,ambiguous
4FGL J2052.2+1635,unass,AGN,0.66,0.66,0.14,0.125,0.0,0.075,ambiguous
4FGL J2041.5+5554,unk,AGN,0.66,0.66,0.015,0.145,0.02,0.16,ambiguous
4FGL J1506.9-7003,unass,AGN,0.66,0.66,0.005,0.215,0.01,0.11,ambiguous
4FGL J1947.0+0031,unass,AGN,0.66,0.66,0.025,0.155,0.0,0.16,ambiguous
4FGL J1216.4-6317,unass,AGN,0.66,0.66,0.015,0.255,0.05,0.02,ambiguous
4FGL J0634.7+1036,unass,Galactic,0.6598,0.1671,0.0052,0.6598,0.0001,0.1677,ambiguous
4FGL J1754.3-2915,unass,Galactic,0.6598,0.105,0.0,0.6598,0.0,0.2352,ambiguous
4FGL J1000.5-5709c,unass,Galactic,0.659,0.0851,0.04,0.659,0.0,0.2159,ambiguous
4FGL J1016.2-5729c,unass,Galactic,0.6576,0.1002,0.1107,0.6576,0.0,0.1315,ambiguous
4FGL J1919.9+1358c,unass,Galactic,0.6576,0.0902,0.0706,0.6576,0.0,0.1817,ambiguous
4FGL J0853.2-4218c,unass,Galactic,0.6565,0.0822,0.09,0.6565,0.0008,0.1704,ambiguous
4FGL J2043.3-1520,unass,AGN,0.655,0.655,0.015,0.2,0.06,0.07,ambiguous
4FGL J0356.9+3013c,unass,AGN,0.655,0.655,0.075,0.155,0.0,0.115,ambiguous
4FGL J1836.1+1143,unk,AGN,0.655,0.655,0.005,0.16,0.01,0.17,ambiguous
4FGL J1211.8-6021c,unk,AGN,0.655,0.655,0.03,0.22,0.035,0.06,ambiguous
4FGL J0544.8+5209c,unass,AGN,0.655,0.655,0.04,0.13,0.11,0.065,ambiguous
4FGL J1944.3-5347,unass,AGN,0.655,0.655,0.04,0.13,0.02,0.155,ambiguous
4FGL J1929.0+1729,unass,Pulsar,0.655,0.09,0.145,0.11,0.0,0.655,ambiguous
4FGL J1933.4-2711,unass,AGN,0.655,0.655,0.025,0.235,0.01,0.075,ambiguous
4FGL J1751.1-3455,unass,Galactic,0.655,0.21,0.085,0.655,0.0,0.05,ambiguous
4FGL J1743.0-3201,unass,Galactic,0.6547,0.0751,0.1242,0.6547,0.0201,0.126,ambiguous
4FGL J1811.7-1442,unass,Galactic,0.654,0.0701,0.06,0.654,0.0101,0.2058,ambiguous
4FGL J1836.9+4439,unass,Galaxy,0.652,0.3278,0.0,0.0151,0.652,0.0051,ambiguous
4FGL J1716.9-4152,unass,Galactic,0.6511,0.0986,0.015,0.6511,0.0351,0.2003,ambiguous
4FGL J1913.4-1526,unass,Pulsar,0.6506,0.06,0.06,0.2244,0.005,0.6506,ambiguous
4FGL J1711.0-3002,unass,Pulsar,0.65,0.135,0.015,0.2,0.0,0.65,ambiguous
4FGL J0423.0-0943,unass,AGN,0.65,0.65,0.0,0.07,0.04,0.24,ambiguous
4FGL J1511.4-0430,unass,AGN,0.65,0.65,0.02,0.12,0.005,0.205,ambiguous
4FGL J1854.5+2050,unass,AGN,0.65,0.65,0.01,0.265,0.025,0.05,ambiguous
4FGL J1656.9-5717,unass,AGN,0.65,0.65,0.045,0.13,0.0,0.175,ambiguous
4FGL J1721.3-5257,unass,Pulsar,0.65,0.065,0.07,0.215,0.0,0.65,ambiguous
4FGL J2350.5-3930,unass,AGN,0.65,0.65,0.095,0.12,0.015,0.12,ambiguous
4FGL J0745.6+0107c,unass,AGN,0.65,0.65,0.015,0.165,0.01,0.16,ambiguous
4FGL J1729.9-2403,unk,Pulsar,0.6497,0.06,0.015,0.2753,0.0,0.6497,ambiguous
4FGL J0944.7-5124,unass,AGN,0.6488,0.6488,0.0247,0.1813,0.095,0.0502,ambiguous
4FGL J1722.7-3258c,unass,Galactic,0.6486,0.1952,0.0352,0.6486,0.0101,0.111,ambiguous
4FGL J0448.3+2743,unass,AGN,0.6483,0.6483,0.03,0.1917,0.0,0.13,ambiguous
4FGL J0808.3-5121,unass,AGN,0.6481,0.6481,0.1448,0.0952,0.0149,0.097,ambiguous
4FGL J1747.0-3505,unass,Galactic,0.648,0.1552,0.0401,0.648,0.02,0.1367,ambiguous
4FGL J1659.6+4918,unass,AGN,0.6474,0.6474,0.0,0.0051,0.3325,0.015,ambiguous
4FGL J2352.7+6027,unk,AGN,0.646,0.646,0.075,0.2046,0.0594,0.015,ambiguous
4FGL J1716.1-4342c,unass,Galactic,0.6455,0.1213,0.0354,0.6455,0.0051,0.1927,ambiguous
4FGL J2220.8+6319,unass,Pulsar,0.6452,0.075,0.0551,0.2247,0.0,0.6452,ambiguous
4FGL J1318.5-6352,unass,AGN,0.6451,0.6451,0.03,0.25,0.0249,0.05,ambiguous
4FGL J1844.4-0306,unk,Pulsar,0.645,0.035,0.0375,0.2825,0.0,0.645,ambiguous
4FGL J1027.4-6324,unass,AGN,0.645,0.645,0.0,0.23,0.12,0.005,ambiguous
4FGL J1844.6-2342,unass,AGN,0.645,0.645,0.055,0.195,0.02,0.085,ambiguous
4FGL J1851.0-3003,unass,AGN,0.645,0.645,0.005,0.14,0.09,0.12,ambiguous
4FGL J1915.3-1324,unass,AGN,0.645,0.645,0.01,0.315,0.0,0.03,ambiguous
4FGL J1442.0+0732,unass,AGN,0.645,0.645,0.02,0.195,0.03,0.11,ambiguous
4FGL J1823.6-3902,unass,AGN,0.645,0.645,0.05,0.245,0.0,0.06,ambiguous
4FGL J0706.3-3250,unass,AGN,0.645,0.645,0.04,0.215,0.015,0.085,ambiguous
4FGL J0329.2+5750c,unass,Galactic,0.6449,0.215,0.02,0.6449,0.01,0.1101,ambiguous
4FGL J2115.2+5219c,unass,Galactic,0.6449,0.1125,0.0101,0.6449,0.0209,0.2117,ambiguous
4FGL J1857.5+0756,unass,Galactic,0.6447,0.1701,0.01,0.6447,0.0001,0.175,ambiguous
4FGL J1730.8-3806,unass,Galactic,0.6445,0.0856,0.0,0.6445,0.0,0.2698,ambiguous
4FGL J1204.3-6111,unass,Galactic,0.6444,0.1501,0.035,0.6444,0.0,0.1704,ambiguous
4FGL J1854.7-0716,unass,Galactic,0.6443,0.1901,0.1001,0.6443,0.0001,0.0655,ambiguous
4FGL J2227.1+6455,unass,Galactic,0.6435,0.1706,0.0301,0.6435,0.005,0.1508,ambiguous
4FGL J1847.2-0200c,unass,Galactic,0.643,0.0213,0.0268,0.643,0.025,0.2838,ambiguous
4FGL J0553.6+0100,unass,AGN,0.6429,0.6429,0.02,0.1646,0.04,0.1325,ambiguous
4FGL J1427.8-6051,unass,Galactic,0.6405,0.04,0.1401,0.6405,0.005,0.1744,ambiguous
4FGL J1308.9-5730,unass,AGN,0.6401,0.6401,0.035,0.1942,0.02,0.1106,ambiguous
4FGL J2040.4+0312,unass,AGN,0.6401,0.6401,0.005,0.14,0.0199,0.195,ambiguous
4FGL J1817.9-3334,unass,Pulsar,0.64,0.03,0.025,0.3,0.005,0.64,ambiguous
4FGL J1403.5-6236,unass,Pulsar,0.64,0.105,0.06,0.195,0.0,0.64,ambiguous
4FGL J1702.3-2525,unass,AGN,0.64,0.64,0.015,0.18,0.075,0.09,ambiguous
4FGL J1854.3-3640,unass,AGN,0.64,0.64,0.005,0.16,0.015,0.18,ambiguous
4FGL J0546.5-1100,unass,AGN,0.64,0.64,0.1,0.185,0.05,0.025,ambiguous
4FGL J1525.2-3316c,unass,AGN,0.64,0.64,0.015,0.175,0.02,0.15,ambiguous
4FGL J1725.5+0840,unass,AGN,0.64,0.64,0.03,0.2015,0.015,0.1135,ambiguous
4FGL J1755.5-3734,unass,AGN,0.64,0.64,0.04,0.255,0.035,0.03,ambiguous
4FGL J1758.8-2326,unass,Galactic,0.6399,0.105,0.03,0.6399,0.015,0.2101,ambiguous
4FGL J1859.8+0411c,unass,Galactic,0.6399,0.105,0.1749,0.6399,0.01,0.0702,ambiguous
4FGL J0658.7-0407c,unass,Galactic,0.6397,0.1381,0.1052,0.6397,0.005,0.1119,ambiguous
4FGL J1355.8-6155,unass,Galactic,0.6394,0.1652,0.025,0.6394,0.0001,0.1703,ambiguous
4FGL J1854.7+0153,unass,Galactic,0.6391,0.1,0.065,0.6391,0.0,0.1959,ambiguous
4FGL J1813.1-1611,unass,Galactic,0.6388,0.1097,0.0051,0.6388,0.0001,0.2463,ambiguous
4FGL J1925.2+1600c,unass,Galactic,0.6388,0.125,0.0725,0.6388,0.0,0.1638,ambiguous
4FGL J1759.7-2354,unass,Galactic,0.6385,0.025,0.0052,0.6385,0.005,0.3263,ambiguous
4FGL J1624.9-4538,unass,Galactic,0.6382,0.1618,0.0701,0.6382,0.0,0.1299,ambiguous
4FGL J1858.0-1052,unass,Galactic,0.6381,0.0855,0.0758,0.6381,0.005,0.1956,ambiguous
4FGL J1642.1-5128,unass,Galactic,0.6381,0.1905,0.03,0.6381,0.0,0.1414,ambiguous
4FGL J1742.0-3020,unass,Galactic,0.6378,0.1803,0.0153,0.6378,0.0,0.1666,ambiguous
4FGL J1757.1-1926,unass,Galactic,0.6355,0.1451,0.0205,0.6355,0.0,0.1989,ambiguous
4FGL J1153.4-8008,unass,AGN,0.6351,0.6351,0.0,0.17,0.1649,0.03,ambiguous
4FGL J2128.9+3032,unass,AGN,0.635,0.635,0.02,0.145,0.055,0.145,ambiguous
4FGL J0139.5-2228,unass,Pulsar,0.635,0.24,0.045,0.08,0.0,0.635,ambiguous
4FGL J1603.6-0451,unass,AGN,0.635,0.635,0.0,0.21,0.005,0.15,ambiguous
4FGL J0718.8+4618,unass,AGN,0.635,0.635,0.125,0.09,0.02,0.13,ambiguous
4FGL J1358.7-6944,unass,AGN,0.635,0.635,0.005,0.205,0.01,0.145,ambiguous
4FGL J1707.6-5351,unass,AGN,0.635,0.635,0.05,0.28,0.005,0.03,ambiguous
4FGL J2122.6+3709,unass,AGN,0.635,0.635,0.02,0.1326,0.02,0.1924,ambiguous
4FGL J1450.8-1424,unass,Pulsar,0.635,0.215,0.005,0.135,0.01,0.635,ambiguous
4FGL J1801.1-2626,unass,Pulsar,0.635,0.14,0.02,0.205,0.0,0.635,ambiguous
4FGL J1902.8+1451,unk,AGN,0.635,0.635,0.025,0.23,0.02,0.09,ambiguous
4FGL J1555.8-5551,unass,AGN,0.635,0.635,0.0,0.345,0.005,0.015,ambiguous
4FGL J0849.2-4410c,unass,Galactic,0.6342,0.11,0.115,0.6342,0.01,0.1308,ambiguous
4FGL J1813.7-1152,unass,Galactic,0.6334,0.0652,0.0553,0.6334,0.0001,0.2461,ambiguous
4FGL J1547.5-5130,unass,Galactic,0.6317,0.2085,0.065,0.6317,0.0549,0.04,ambiguous
4FGL J1550.3-6223,unass,AGN,0.6304,0.6304,0.015,0.2289,0.0,0.1257,ambiguous
4FGL J0741.9-4157,unass,AGN,0.6302,0.6302,0.055,0.2042,0.01,0.1005,ambiguous
4FGL J1228.0-6918,unass,AGN,0.63,0.63,0.04,0.14,0.03,0.16,ambiguous
4FGL J2108.0+5155,unass,Pulsar,0.63,0.04,0.17,0.16,0.0,0.63,ambiguous
4FGL J2030.0-0310,unass,AGN,0.63,0.63,0.005,0.14,0.0,0.225,ambiguous
4FGL J1934.2-1446,unass,AGN,0.63,0.63,0.04,0.23,0.02,0.08,ambiguous
4FGL J2052.1+5539,unass,AGN,0.63,0.63,0.025,0.27,0.01,0.065,ambiguous
4FGL J0402.5+5402,unk,AGN,0.63,0.63,0.0,0.335,0.015,0.02,ambiguous
4FGL J1702.0-3721,unass,AGN,0.63,0.63,0.02,0.225,0.0,0.125,ambiguous
4FGL J1838.7-0601,unass,Galactic,0.6298,0.335,0.005,0.6298,0.0101,0.0201,ambiguous
4FGL J1733.6-2431,unass,Galactic,0.6295,0.065,0.035,0.6295,0.005,0.2655,ambiguous
4FGL J1857.4+0106,unass,Galactic,0.6294,0.03,0.005,0.6294,0.0,0.3356,ambiguous
4FGL J1745.7-3254,unass,Galactic,0.6279,0.2201,0.02,0.6279,0.03,0.102,ambiguous
4FGL J0911.6-4738c,unass,Galactic,0.6275,0.2052,0.0203,0.6275,0.0001,0.1469,ambiguous
4FGL J0158.5+6058,unass,Galactic,0.6266,0.2366,0.0052,0.6266,0.005,0.1267,ambiguous
4FGL J0744.4-1403,unass,AGN,0.6258,0.6258,0.01,0.2776,0.0,0.0867,ambiguous
4FGL J0848.8-4328,unass,Galactic,0.6257,0.0652,0.0251,0.6257,0.0,0.284,ambiguous
4FGL J0859.3-4342,unass,Galactic,0.6253,0.0557,0.0403,0.6253,0.01,0.2686,ambiguous
4FGL J1127.9-6158,unass,Pulsar,0.6251,0.045,0.06,0.2648,0.005,0.6251,ambiguous
4FGL J0659.2-1758c,unass,AGN,0.625,0.625,0.025,0.26,0.0,0.09,ambiguous
4FGL J1252.7-2520,unass,AGN,0.625,0.625,0.2,0.085,0.0,0.09,ambiguous
4FGL J0414.7-4300,unass,Pulsar,0.625,0.125,0.025,0.2,0.025,0.625,ambiguous
4FGL J1608.4+0055,unass,AGN,0.625,0.625,0.005,0.21,0.025,0.135,ambiguous
4FGL J1830.7-3219,unass,AGN,0.625,0.625,0.05,0.11,0.0,0.215,ambiguous
4FGL J1630.0-5605,unass,AGN,0.625,0.625,0.035,0.155,0.005,0.18,ambiguous
4FGL J1859.8+1545,unass,AGN,0.625,0.625,0.125,0.215,0.0,0.035,ambiguous
4FGL J1809.2-2726,unass,Galactic,0.625,0.12,0.035,0.625,0.015,0.205,ambiguous
4FGL J1805.9-1549,unass,Galactic,0.625,0.2,0.04,0.625,0.0,0.135,ambiguous
4FGL J1157.7-6327,unass,Pulsar,0.6249,0.065,0.1699,0.1402,0.0,0.6249,ambiguous
4FGL J1819.0-1203,unass,Galactic,0.6245,0.1655,0.105,0.6245,0.005,0.1,ambiguous
4FGL J1847.2-0141,unass,Galactic,0.6233,0.0402,0.0902,0.6233,0.0,0.2462,ambiguous
4FGL J1902.5+0654,unass,Galactic,0.6233,0.05,0.045,0.6233,0.0,0.2817,ambiguous
4FGL J1037.8-5810c,unass,Galactic,0.6222,0.0523,0.0054,0.6222,0.0001,0.3201,ambiguous
4FGL J0857.7-4256c,unass,Galactic,0.6212,0.1533,0.125,0.6212,0.0151,0.0854,ambiguous
4FGL J1750.4-1721,unass,Galactic,0.6211,0.1,0.0,0.6211,0.025,0.2539,ambiguous
4FGL J1229.5-3048,unass,AGN,0.6201,0.6201,0.02,0.115,0.0299,0.215,ambiguous
4FGL J0359.7+4445,unk,AGN,0.62,0.62,0.065,0.235,0.04,0.04,ambiguous
4FGL J0441.8+2600c,unass,AGN,0.62,0.62,0.09,0.18,0.01,0.1,ambiguous
4FGL J0414.3+4522,unass,AGN,0.62,0.62,0.015,0.345,0.015,0.005,ambiguous
4FGL J2124.9-2433,unass,AGN,0.62,0.62,0.015,0.19,0.075,0.1,ambiguous
4FGL J0821.5-1436,unass,AGN,0.62,0.62,0.07,0.135,0.025,0.15,ambiguous
4FGL J1406.2-7500,unass,AGN,0.62,0.62,0.18,0.16,0.005,0.035,ambiguous
4FGL J0342.4+3125c,unass,AGN,0.62,0.62,0.13,0.185,0.005,0.06,ambiguous
4FGL J1834.2-4021,unass,AGN,0.62,0.62,0.08,0.175,0.005,0.12,ambiguous
4FGL J1350.9-2757,unass,AGN,0.62,0.62,0.03,0.205,0.005,0.14,ambiguous
4FGL J1758.3-1920,unass,Galactic,0.62,0.215,0.015,0.62,0.005,0.145,ambiguous
4FGL J0832.2-4322c,unass,Galactic,0.6199,0.19,0.08,0.6199,0.005,0.1051,ambiguous
4FGL J1632.5+3839,unass,Pulsar,0.6198,0.2251,0.02,0.1001,0.035,0.6198,ambiguous
4FGL J1853.2-0922c,unass,Galactic,0.6197,0.2301,0.075,0.6197,0.0,0.0752,ambiguous
4FGL J0704.9-1007c,unass,Galactic,0.6195,0.1351,0.015,0.6195,0.0001,0.2302,ambiguous
4FGL J1816.4-2727,unass,Pulsar,0.6195,0.065,0.02,0.2955,0.0,0.6195,ambiguous
4FGL J1722.1-3205,unass,Galactic,0.6193,0.0801,0.02,0.6193,0.0001,0.2805,ambiguous
4FGL J1547.4-4802,unass,Galactic,0.6192,0.0601,0.0401,0.6192,0.005,0.2755,ambiguous
4FGL J1621.4-4511,unass,Galactic,0.6191,0.15,0.0058,0.6191,0.005,0.2201,ambiguous
4FGL J1911.8+0903c,unass,Galactic,0.6184,0.2156,0.055,0.6184,0.0,0.1109,ambiguous
4FGL J2052.6+4135c,unass,Galactic,0.6177,0.1409,0.1291,0.6177,0.0067,0.1056,ambiguous
